TITLE = "mpm3d *** 1D TNT                                            "
VARIABLES= "X"   "Y"   "Z"   "mat " "pres" "velx"
ZONE T="time 0.000E+00"
  0.1250E-01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.3750E-01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.6250E-01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.8750E-01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1125E+00  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1375E+00  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1625E+00  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1875E+00  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.2125E+00  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.2375E+00  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.2625E+00  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.2875E+00  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.3125E+00  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.3375E+00  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.3625E+00  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.3875E+00  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.4125E+00  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.4375E+00  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.4625E+00  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.4875E+00  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.5125E+00  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.5375E+00  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.5625E+00  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.5875E+00  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.6125E+00  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.6375E+00  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.6625E+00  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.6875E+00  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.7125E+00  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.7375E+00  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.7625E+00  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.7875E+00  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.8125E+00  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.8375E+00  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.8625E+00  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.8875E+00  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.9125E+00  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.9375E+00  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.9625E+00  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.9875E+00  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1013E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1038E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1063E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1088E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1113E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1138E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1163E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1188E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1213E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1238E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1263E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1288E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1313E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1338E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1363E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1388E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1413E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1438E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1463E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1488E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1513E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1538E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1563E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1588E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1613E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1638E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1663E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1688E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1713E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1738E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1763E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1788E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1813E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1838E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1863E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1888E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1913E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1938E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1963E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.1988E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.2013E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.2038E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.2063E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.2088E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.2113E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.2138E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.2163E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
  0.2188E+01  0.1250E-01  0.1250E-01  1  0.0000E+00  0.0000E+00
