Time engk1       engi1       pres500     pres1600    pres2800    pres3900    
  0.1732E-04  0.1396E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1804E-04  0.1492E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1876E-04  0.1598E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1948E-04  0.1714E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2020E-04  0.1840E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2092E-04  0.1909E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2165E-04  0.1998E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2237E-04  0.2107E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2309E-04  0.2238E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2381E-04  0.2390E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2453E-04  0.2475E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2525E-04  0.2574E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2597E-04  0.2686E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2670E-04  0.2813E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2742E-04  0.2953E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2814E-04  0.3022E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2886E-04  0.3114E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2958E-04  0.3229E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3030E-04  0.3369E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3102E-04  0.3532E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3175E-04  0.3625E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3247E-04  0.3733E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3319E-04  0.3856E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3391E-04  0.3996E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3463E-04  0.4151E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3535E-04  0.4226E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3608E-04  0.4335E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3680E-04  0.4487E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3752E-04  0.4611E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3824E-04  0.4787E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3896E-04  0.4911E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3968E-04  0.5073E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.4040E-04  0.5273E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.4113E-04  0.5510E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.4185E-04  0.5781E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.4257E-04  0.5830E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.4329E-04  0.5927E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.4401E-04  0.6073E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.4473E-04  0.6268E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.4545E-04  0.6513E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.4618E-04  0.6695E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.4690E-04  0.6912E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.4762E-04  0.7163E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.4834E-04  0.7284E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.4906E-04  0.7452E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.4978E-04  0.7536E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.5051E-04  0.7667E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.5123E-04  0.7846E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.5195E-04  0.8072E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.5267E-04  0.8347E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.5339E-04  0.8551E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.5411E-04  0.8787E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.5483E-04  0.8776E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.5556E-04  0.8814E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.5628E-04  0.8905E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.5700E-04  0.8906E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.5772E-04  0.8961E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.5844E-04  0.9070E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.5916E-04  0.9235E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.5988E-04  0.9456E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.6061E-04  0.9613E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.6133E-04  0.9618E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.6205E-04  0.9678E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.6277E-04  0.9795E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.6349E-04  0.9968E-01  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.6421E-04  0.1005E+00  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.6494E-04  0.1019E+00  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.6566E-04  0.1038E+00  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.6638E-04  0.1064E+00  0.4370E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.6710E-04  0.1095E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.6782E-04  0.1119E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.6854E-04  0.1127E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.6926E-04  0.1140E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.6999E-04  0.1159E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.7071E-04  0.1183E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.7143E-04  0.1197E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.7215E-04  0.1216E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.7287E-04  0.1229E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.7359E-04  0.1247E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.7431E-04  0.1270E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.7504E-04  0.1264E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.7576E-04  0.1264E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.7648E-04  0.1268E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.7720E-04  0.1277E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.7792E-04  0.1292E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.7864E-04  0.1296E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.7937E-04  0.1305E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.8009E-04  0.1320E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.8081E-04  0.1340E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.8153E-04  0.1365E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.8225E-04  0.1362E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.8297E-04  0.1364E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.8369E-04  0.1372E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.8442E-04  0.1385E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.8514E-04  0.1404E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.8586E-04  0.1412E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.8658E-04  0.1425E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.8730E-04  0.1445E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.8802E-04  0.1470E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.8874E-04  0.1501E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.8947E-04  0.1503E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.9019E-04  0.1510E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.9091E-04  0.1523E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.9163E-04  0.1541E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.9235E-04  0.1559E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.9307E-04  0.1566E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.9380E-04  0.1577E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.9452E-04  0.1597E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.9524E-04  0.1620E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.9596E-04  0.1652E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.9668E-04  0.1655E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.9740E-04  0.1666E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.9812E-04  0.1683E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.9885E-04  0.1700E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.9957E-04  0.1723E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1003E-03  0.1737E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1010E-03  0.1757E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1017E-03  0.1784E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1025E-03  0.1818E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1032E-03  0.1859E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1039E-03  0.1862E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1046E-03  0.1862E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1053E-03  0.1868E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1061E-03  0.1881E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1068E-03  0.1901E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1075E-03  0.1911E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1082E-03  0.1927E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1089E-03  0.1950E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1097E-03  0.1972E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1104E-03  0.2000E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1111E-03  0.1998E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1118E-03  0.2003E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1126E-03  0.2015E+00  0.4369E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1133E-03  0.2034E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1140E-03  0.2060E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1147E-03  0.2077E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1154E-03  0.2091E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1162E-03  0.2112E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1169E-03  0.2137E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1176E-03  0.2169E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1183E-03  0.2168E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1190E-03  0.2176E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1198E-03  0.2182E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1205E-03  0.2195E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1212E-03  0.2215E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1219E-03  0.2215E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1227E-03  0.2221E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1234E-03  0.2235E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1241E-03  0.2255E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1248E-03  0.2283E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1255E-03  0.2282E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1263E-03  0.2287E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1270E-03  0.2299E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1277E-03  0.2318E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1284E-03  0.2330E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1291E-03  0.2332E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1299E-03  0.2341E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1306E-03  0.2357E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1313E-03  0.2381E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1320E-03  0.2392E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1328E-03  0.2399E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1335E-03  0.2413E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1342E-03  0.2435E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1349E-03  0.2452E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1356E-03  0.2477E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1364E-03  0.2492E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1371E-03  0.2513E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1378E-03  0.2542E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1385E-03  0.2576E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1392E-03  0.2598E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1400E-03  0.2614E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1407E-03  0.2636E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1414E-03  0.2653E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1421E-03  0.2676E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1429E-03  0.2706E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1436E-03  0.2715E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1443E-03  0.2730E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1450E-03  0.2752E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1457E-03  0.2781E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1465E-03  0.2796E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1472E-03  0.2805E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1479E-03  0.2822E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1486E-03  0.2832E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1494E-03  0.2844E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1501E-03  0.2861E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1508E-03  0.2869E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1515E-03  0.2883E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1522E-03  0.2904E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1530E-03  0.2934E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1537E-03  0.2948E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1544E-03  0.2954E+00  0.4368E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1551E-03  0.2961E+00  0.4367E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1558E-03  0.2964E+00  0.4367E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1566E-03  0.2976E+00  0.4367E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1573E-03  0.2996E+00  0.4367E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1580E-03  0.3006E+00  0.4367E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1587E-03  0.3013E+00  0.4367E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1595E-03  0.3031E+00  0.4367E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1602E-03  0.3057E+00  0.4367E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1609E-03  0.3071E+00  0.4367E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1616E-03  0.3081E+00  0.4367E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1623E-03  0.3091E+00  0.4367E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1631E-03  0.3096E+00  0.4367E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1638E-03  0.3102E+00  0.4367E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1645E-03  0.3115E+00  0.4367E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1652E-03  0.3120E+00  0.4367E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1659E-03  0.3137E+00  0.4367E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1667E-03  0.3163E+00  0.4367E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1674E-03  0.3192E+00  0.4367E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1681E-03  0.3215E+00  0.4367E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1688E-03  0.3229E+00  0.4367E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1696E-03  0.3236E+00  0.4367E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1703E-03  0.3247E+00  0.4367E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1710E-03  0.3266E+00  0.4367E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1717E-03  0.3297E+00  0.4367E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1724E-03  0.3320E+00  0.4367E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1732E-03  0.3346E+00  0.4367E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1739E-03  0.3373E+00  0.4367E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1746E-03  0.3406E+00  0.4367E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1753E-03  0.3410E+00  0.4367E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1760E-03  0.3411E+00  0.4367E+03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
