  0.7215E-06  0.0000E+00  0.0000E+00  0.0000E+00
  0.1443E-05  0.0000E+00  0.0000E+00  0.0000E+00
  0.2165E-05  0.0000E+00  0.0000E+00  0.0000E+00
  0.2886E-05  0.0000E+00  0.0000E+00  0.0000E+00
  0.3608E-05  0.0000E+00  0.0000E+00  0.0000E+00
  0.4329E-05  0.1889E-05  0.0000E+00  0.0000E+00
  0.5051E-05  0.3776E-05  0.0000E+00  0.0000E+00
  0.5772E-05  0.5660E-05  0.0000E+00  0.0000E+00
  0.6494E-05  0.7540E-05  0.0000E+00  0.0000E+00
  0.7215E-05  0.1129E-04  0.0000E+00  0.0000E+00
  0.7937E-05  0.1502E-04  0.0000E+00  0.0000E+00
  0.8658E-05  0.1874E-04  0.0000E+00  0.0000E+00
  0.9380E-05  0.2242E-04  0.0000E+00  0.0000E+00
  0.1010E-04  0.2607E-04  0.0000E+00  0.0000E+00
  0.1082E-04  0.2969E-04  0.0000E+00  0.0000E+00
  0.1154E-04  0.3326E-04  0.0000E+00  0.0000E+00
  0.1227E-04  0.3680E-04  0.0000E+00  0.0000E+00
  0.1299E-04  0.4029E-04  0.0000E+00  0.0000E+00
  0.1371E-04  0.4373E-04  0.0000E+00  0.0000E+00
  0.1443E-04  0.4713E-04  0.0000E+00  0.0000E+00
  0.1515E-04  0.5048E-04  0.0000E+00  0.0000E+00
  0.1587E-04  0.5378E-04  0.0000E+00  0.0000E+00
  0.1659E-04  0.5704E-04  0.0000E+00  0.0000E+00
  0.1732E-04  0.6024E-04  0.0000E+00  0.0000E+00
  0.1804E-04  0.6340E-04  0.0000E+00  0.0000E+00
  0.1876E-04  0.6652E-04  0.0000E+00  0.0000E+00
  0.1948E-04  0.6959E-04  0.0000E+00  0.0000E+00
  0.2020E-04  0.7262E-04  0.0000E+00  0.0000E+00
  0.2092E-04  0.7561E-04  0.0000E+00  0.0000E+00
  0.2165E-04  0.7856E-04  0.0000E+00  0.0000E+00
  0.2237E-04  0.8147E-04  0.0000E+00  0.0000E+00
  0.2309E-04  0.8435E-04  0.0000E+00  0.0000E+00
  0.2381E-04  0.8719E-04  0.0000E+00  0.0000E+00
  0.2453E-04  0.9000E-04  0.0000E+00  0.0000E+00
  0.2525E-04  0.9279E-04  0.0000E+00  0.0000E+00
  0.2597E-04  0.9554E-04  0.0000E+00  0.0000E+00
  0.2670E-04  0.9827E-04  0.0000E+00  0.0000E+00
  0.2742E-04  0.1010E-03  0.0000E+00  0.0000E+00
  0.2814E-04  0.1037E-03  0.0000E+00  0.0000E+00
  0.2886E-04  0.1063E-03  0.0000E+00  0.0000E+00
  0.2958E-04  0.1090E-03  0.0000E+00  0.0000E+00
  0.3030E-04  0.1116E-03  0.0000E+00  0.0000E+00
  0.3102E-04  0.1142E-03  0.0000E+00  0.0000E+00
  0.3175E-04  0.1168E-03  0.0000E+00  0.0000E+00
  0.3247E-04  0.1194E-03  0.0000E+00  0.0000E+00
  0.3319E-04  0.1220E-03  0.0000E+00  0.0000E+00
  0.3391E-04  0.1245E-03  0.0000E+00  0.0000E+00
  0.3463E-04  0.1271E-03  0.0000E+00  0.0000E+00
  0.3535E-04  0.1296E-03  0.0000E+00  0.0000E+00
  0.3608E-04  0.1322E-03  0.0000E+00  0.0000E+00
  0.3680E-04  0.1347E-03  0.0000E+00  0.0000E+00
